"Order","Line","SO# line","Order date","Bill To Location","Ship To Location","Ordered Item"," ","Item Description"," ","Unit Selling Price","Extended Price","Status","*Order Date","Request Date","Promise Date","cs name","Order Type","RBO","unit","Packing Instruction"
"75686493","6.1","75686493-6","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GAP-188658-PFL-EB-FA22","CB651179A","PL.GAP INC.GAP-188658-PFL-EB-FA22.GAP-188658-PFL-EB....SONIC CUT.BOOKLET FOLD..0000 White.66-10-9-2019.Black.66-10-9-2019.Black","200","0.01817","3.63","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686493","7.1","75686493-7","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GAP-188658-PFL-B-FA22","CB651139A","PL.GAP INC.GAP-188658-PFL-B-FA22.GAP-188658-PFL-B....SONIC CUT.BOOKLET FOLD..0000 White..Black..Black","200","0.01817","3.63","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686493","8.1","75686493-8","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GAP-188658-PFL-EB-FA22","CB651179A","PL.GAP INC.GAP-188658-PFL-EB-FA22.GAP-188658-PFL-EB....SONIC CUT.BOOKLET FOLD..0000 White.66-10-9-2019.Black.66-10-9-2019.Black","200","0.01817","3.63","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686492","1.1","75686492-1","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GOLA-146541","CB377957A","PL.GAP OUTLET ST.GOLA-146541.SP17 with Franchise.....COLD CUT SINGLE PLY.Compliance Label.White.BLACK.","9700","0.00621","60.24","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686492","2.1","75686492-2","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GOLA-146541","CB377957A","PL.GAP OUTLET ST.GOLA-146541.SP17 with Franchise.....COLD CUT SINGLE PLY.Compliance Label.White.BLACK.","11500","0.00621","71.42","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686492","3.1","75686492-3","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GOLA-146541","CB377957A","PL.GAP OUTLET ST.GOLA-146541.SP17 with Franchise.....COLD CUT SINGLE PLY.Compliance Label.White.BLACK.","5800","0.00621","36.02","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686491","1.1","75686491-1","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GOLA-146541","CB377957A","PL.GAP OUTLET ST.GOLA-146541.SP17 with Franchise.....COLD CUT SINGLE PLY.Compliance Label.White.BLACK.","18000","0.00621","111.78","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686534","1.1","75686534-1","5-Apr","MARKET FIT INDOCHINE LIMITED","AN LONG GARMENT COMPANY LIMITED","KIACARE_W22","P650837A","PL.KIABI.KIACARE_W22.....COLD CUT.CENTER FOLD..WHITE..BLACK C..BLACK C","27040","0.01896","512.68","Production Open","","15-Apr-22","","0141244............","VN GEN","KIABI","USD","LAM THEO LAYOUT DINH KEM"
"75686534","2.1","75686534-2","5-Apr","MARKET FIT INDOCHINE LIMITED","AN LONG GARMENT COMPANY LIMITED","KIACARE_W22 ADD 115mm","P650838A","PL.KIABI.KIACARE_W22 ADD 115mm.....COLD CUT.CUT SINGLE..WHITE..BLACK C..BLACK C","27040","0.01129","305.28","Production Open","","15-Apr-22","","0141244............","VN GEN","KIABI","USD","LAM THEO LAYOUT DINH KEM"
"75686534","3.1","75686534-3","5-Apr","MARKET FIT INDOCHINE LIMITED","AN LONG GARMENT COMPANY LIMITED","VN FREIGHT CHARGE","VN FREIGHT CHARGE","VN FREIGHT CHARGE","27040","0.00075","20.28","Awaiting Fulfillment","","15-Apr-22","","0141244............","VN GEN","KIABI","USD","LAM THEO LAYOUT DINH KEM"
"75686494","1.1","75686494-1","5-Apr","GREAT ASCENT TRADING LIMITED","Cty TNHH giay Rollsport Viet Nam","ST-UAKOHLS","1-234028-000-00","UNDER ARMOUR/K P SPORTS.ST-UAKOHLS..Kohls UA Shoebox ID.....","3814","0.008","30.51","Production Open","","15-Apr-22","","0136369............","VN GEN","UNDER ARMOUR/K P SPORTS","USD","0"
"75686485","1.1","75686485-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CHTK08","2-315367-000-03","ADIDAS SOURCING LTD.CHTK08.......","748","394","294712","Production Open","","12-Apr-22","12-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75686484","1.1","75686484-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CHTK08","2-315367-000-03","ADIDAS SOURCING LTD.CHTK08.......","2298","394","905412","Production Open","","12-Apr-22","12-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75686483","1.1","75686483-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CHTK08","2-315367-000-03","ADIDAS SOURCING LTD.CHTK08.......","2688","394","1059072","Production Open","","12-Apr-22","12-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75686463","1.1","75686463-1","5-Apr","POUYUEN VIETNAM COMPANY LIMITED","Pouyuen_Khu DS2","05H01444","05H01444","Developer Housing Assembly (Y/M/C/K) (FOR XEROX 7800) (604K63572)","3","9576800","28730400","Closed","","5-Apr-22","6-Apr-22","0143066............","VN DEBIT - VAT","TIMBERLAND COMPANY","VND","0"
"75686463","2.1","75686463-2","5-Apr","POUYUEN VIETNAM COMPANY LIMITED","Pouyuen_Khu DS2","05H01445","05H01445","Developer (K) (FOR XEROX 7800) (675K85030)","1","1712051","1712051","Closed","","5-Apr-22","6-Apr-22","0143066............","VN DEBIT - VAT","TIMBERLAND COMPANY","VND","0"
"75686463","3.1","75686463-3","5-Apr","POUYUEN VIETNAM COMPANY LIMITED","Pouyuen_Khu DS2","05H01446","05H01446","Developer (C) (FOR XEROX 7800) (675K85040)","1","1712051","1712051","Closed","","5-Apr-22","6-Apr-22","0143066............","VN DEBIT - VAT","TIMBERLAND COMPANY","VND","0"
"75686463","4.1","75686463-4","5-Apr","POUYUEN VIETNAM COMPANY LIMITED","Pouyuen_Khu DS2","05H01447","05H01447","Developer (M) (FOR XEROX 7800) (675K85050)","1","1712051","1712051","Closed","","5-Apr-22","6-Apr-22","0143066............","VN DEBIT - VAT","TIMBERLAND COMPANY","VND","0"
"75686471","1.1","75686471-1","5-Apr","SANG WOO CO.LTD.","ON TIME MFG INC.","GOLA-146541","CB377957A","PL.GAP OUTLET ST.GOLA-146541.SP17 with Franchise.....COLD CUT SINGLE PLY.Compliance Label.White.BLACK.","14000","0.00621","86.94","Production Open","","14-Apr-22","","0136883............","VN GEN","GAP INC","USD","0"
"75686468","1.1","75686468-1","5-Apr","HANSAE CO LTD","Ha Phong Export Garment JS","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","445","0.0125","5.56","Production Open","","14-Apr-22","16-Apr-22","0137087............","VN QR","GAP INC","USD","0"
"75686452","1.1","75686452-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CHTK08","2-315367-000-03","ADIDAS SOURCING LTD.CHTK08.......","515","394","202910","Production Open","","12-Apr-22","12-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75686389","1.1","75686389-1","5-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE TN CO., LTD.","GAP-188658-PFL-B-FA22","CB651139A","PL.GAP INC.GAP-188658-PFL-B-FA22.GAP-188658-PFL-B....SONIC CUT.BOOKLET FOLD..0000 White..Black..Black","18","0","0","Production Open","","12-Apr-22","","0145068............","VN SAM","GAP INC","USD","LAY SAMPLE 3 SET TRIM CARD/SIZE-dong goi trong bao nilon/Phong bi-DAY la SO# sample cua SO#75685249"
"75686389","2.1","75686389-2","5-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE TN CO., LTD.","GAP-188658-PFL-EB-FA22","CB651179A","PL.GAP INC.GAP-188658-PFL-EB-FA22.GAP-188658-PFL-EB....SONIC CUT.BOOKLET FOLD..0000 White.66-10-9-2019.Black.66-10-9-2019.Black","18","0","0","Production Open","","12-Apr-22","","0145068............","VN SAM","GAP INC","USD","LAY SAMPLE 3 SET TRIM CARD/SIZE-dong goi trong bao nilon/Phong bi-DAY la SO# sample cua SO#75685249"
"75686674","1.1","75686674-1","5-Apr","SNOGEN GREEN CO.,LTD","GREEN VINA CO.,LTD","IM#722468","2-410316-000-00","NIKE INC.IM#722468.JORDAN FOUNDATIONAL PRIMARY HA......","232","0.05408","12.55","Production Open","","18-Apr-22","20-Apr-22","0149356............","VN GEN","NIKE INC","USD","0"
"75686423","1.1","75686423-1","5-Apr","ORIENTAL GARMENT CO.,LTD","CONG TY TNHH ORIENTAL GARMENT AN GIANG","ISN8060","1-288608-000-00","NIKE SWIM.ISN8060.NIKE MODIFIER INSERT TAG_ENGLI......","1125","0.04","45","Production Open","","4-May-22","4-May-22","0136866............","VN GEN","NIKE SWIM","USD","0"
"75686363","1.1","75686363-1","5-Apr","3Q INTERNATIONAL L_1FL JUN BLDG., 75 YBI","3Q VINA CO LTD_8 AN DUONG VUONG","SPX-GMBL-RED","CB632256A","PL.SPANX INC.SPX-GMBL-RED.Red Global Main Booklet Label..TH01957 Woven Edge Double Face..SONIC CUT.UNEVEN BOOKLET FOLD..DTM 199C..White..White","6925","0.048","332.4","Production Open","","26-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75686363","2.1","75686363-2","5-Apr","3Q INTERNATIONAL L_1FL JUN BLDG., 75 YBI","3Q VINA CO LTD_8 AN DUONG VUONG","SPX-TEARAWAY","CB597811A","PL.SPANX INC.SPX-TEARAWAY.Wht Glbl Combo Single Label TA..2018NWT..COLD CUT.CUT SINGLE..WHITE..Black..Black","6860","0.041","281.26","Production Open","","26-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75686293","1.1","75686293-1","5-Apr","HANSAE CO LTD","HANSAE HCM Co.,Ltd","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","60","0","0","Production Open","","14-Apr-22","16-Apr-22","0137087............","VN SAM","GAP INC","USD","LAY 10 pcs/SIZE LAM SAMPLE-dong goi trong bao nilon/Phong bi-DAY la SO# sample cua SO#75686043"
"75686261","1.1","75686261-1","5-Apr","DUBHE CORP.","CONG TY CO PHAN MAY SON HA","PW06848","WY493728A","WL.KD1066-PW06848.MARKS & SPENCER.PW06848......END FOLD.SEP..144.","11709","0.02015","235.94","Production Open","","12-Apr-22","25-Apr-22","0130898...........","VN URG","MARKS & SPENCER SOLD TO","USD","0"
"75686261","2.1","75686261-2","5-Apr","DUBHE CORP.","CONG TY CO PHAN MAY SON HA","VN FREIGHT CHARGE","VN FREIGHT CHARGE","VN FREIGHT CHARGE","11709","0.002","23.42","Awaiting Fulfillment","","12-Apr-22","","0130898...........","VN URG","MARKS & SPENCER SOLD TO","USD","0"
"75686393","1.1","75686393-1","5-Apr","Broadland Garment Industries Sdn BHd.","8 STAR SPORTSWEAR LTD","282785-CHAR-423C","ATV580839","HT.GAP INC.282785-CHAR-423C.Agility®...CUT SINGLES..COLD.PMS 423C.","50","0.03811","1.91","Production Open","","14-Apr-22","16-Apr-22","0137087............","VN GEN","GAP INC","USD","0"
"75686167","1.1","75686167-1","5-Apr","CONG TY CO PHAN DONG TIEN","CONG TY CO PHAN DONG TIEN","2443310","2-355067-003-03","DECATHLON.2443310..ADE8408745LFTBSCWMM.....","64","0","0","Production Open","","16-Apr-22","16-Apr-22","0136237............","VN SAM","DECATHLON SE","USD","0"
"75686167","2.1","75686167-2","5-Apr","CONG TY CO PHAN DONG TIEN","CONG TY CO PHAN DONG TIEN","2443309","2-355067-002-03","DECATHLON.2443309..ADE8408745LFTBSCWMS.....","45","0","0","Production Open","","16-Apr-22","16-Apr-22","0136237............","VN SAM","DECATHLON SE","USD","0"
"75685873","1.1","75685873-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CINDST","1-212391-000-02","ADIDAS SOURCING LTD.CINDST.......","221","341","75361","Production Open","","13-Apr-22","13-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75685872","1.1","75685872-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CSJPNEO","1-202491-000-02","ADIDAS SOURCING LTD.CSJPNEO.AW3296......","748","588","439824","Production Open","","13-Apr-22","13-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75685871","1.1","75685871-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","BCSTPOLY(V03)","1-118658-000-00","ADIDAS SOURCING LTD.BCSTPOLY., TRIM#152573......48211010 Sticker","798","211","168378","Production Open","","13-Apr-22","13-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75685871","2.1","75685871-2","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","BCSTPOLY Trim#185018 (V04)","1-118658-000-02","ADIDAS SOURCING LTD.BCSTPOLY.MW2627......","1289","211","271979","Production Open","","13-Apr-22","13-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75685870","1.1","75685870-1","5-Apr","CONG TY TNHH REGINA MIRACLE INTERNATIONA","CONG TY TNHH REGINA MIRACLE INTERNATIONA","AUS2PRHT","1-194161-000-01","ADIDAS SOURCING LTD.AUS2PRHT.......","131","294","38514","Production Open","","13-Apr-22","13-Apr-22","0141838............","VN GEN","ADIDAS SOURCING LTD","VND","0"
"75686043","1.1","75686043-1","5-Apr","HANSAE CO LTD","PHU THINH EXPORT GARMENT JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","645","0.0125","8.06","Production Open","","14-Apr-22","16-Apr-22","0137087............","VN GEN","GAP INC","USD","0"
"75685770","1.1","75685770-1","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","1730","0.00728","12.59","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685770","2.1","75685770-2","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","1730","0.00912","15.78","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685769","1.1","75685769-1","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-US-FA21-PCM","1-287076-000-00","OLD NAVY / GAP INC.ONPT-269032-US-FA21-PCM.......","7795","0.00811","63.22","Production Open","","13-Apr-22","14-Apr-22","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685769","2.1","75685769-2","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-US-FA21-PCM","1-287076-000-00","OLD NAVY / GAP INC.ONPT-269032-US-FA21-PCM.......","1525","0.00811","12.37","Production Open","","13-Apr-22","14-Apr-22","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685769","3.1","75685769-3","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","1525","0.00912","13.91","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685769","4.1","75685769-4","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-US-FA21-PCM","1-287076-000-00","OLD NAVY / GAP INC.ONPT-269032-US-FA21-PCM.......","1675","0.00811","13.58","Production Open","","13-Apr-22","14-Apr-22","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685769","5.1","75685769-5","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","1675","0.00912","15.28","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685767","1.1","75685767-1","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","1170","0.00728","8.52","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685767","2.1","75685767-2","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","580","0.00728","4.22","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","1.1","75685766-1","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","1360","0.00728","9.9","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","2.1","75685766-2","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","1360","0.00912","12.4","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","3.1","75685766-3","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","300","0.00728","2.18","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","4.1","75685766-4","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","300","0.00912","2.74","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","5.1","75685766-5","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","1240","0.00728","9.03","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","6.1","75685766-6","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","1240","0.00912","11.31","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","7.1","75685766-7","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","375","0.00728","2.73","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685766","8.1","75685766-8","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","375","0.00912","3.42","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","1.1","75685765-1","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-FA22-PCM","1-279265-001-03","OLD NAVY / GAP INC.ONPT-269032-FA22-PCM.......","2510","0.00728","18.27","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","2.1","75685765-2","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-US-FA21-PCM","1-287076-000-00","OLD NAVY / GAP INC.ONPT-269032-US-FA21-PCM.......","925","0.00811","7.5","Production Open","","13-Apr-22","14-Apr-22","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","3.1","75685765-3","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","925","0.00912","8.44","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","4.1","75685765-4","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-US-FA21-PCM","1-287076-000-00","OLD NAVY / GAP INC.ONPT-269032-US-FA21-PCM.......","1630","0.00811","13.22","Production Open","","13-Apr-22","14-Apr-22","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","5.1","75685765-5","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","1630","0.00912","14.87","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","6.1","75685765-6","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ONPT-269032-US-FA21-PCM","1-287076-000-00","OLD NAVY / GAP INC.ONPT-269032-US-FA21-PCM.......","3140","0.00811","25.47","Production Open","","13-Apr-22","14-Apr-22","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75685765","7.1","75685765-7","5-Apr","JDU Trading Co,. Ltd","MORNING GLORY GARMENT ENTERPRIDR CO.LTD","ON-265225-LPN-STK","1-264207-000-01","OLD NAVY / GAP INC.ON-265225-LPN-STK..SU22 w/ Franchise added.....","3140","0.00912","28.64","Production Open","","13-Apr-22","","0156620............","VN GEN","OLD NAVY / GAP INC","USD","0"
"75686071","1.1","75686071-1","5-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","TNB16_03F01_LOCAL","P362018","PL.TARGET STORES.TNB16_03F01_LOCAL.....V000533.SONIC CUT SINGLE PLY.NON-BRANDED.0000 WHITE.Black.","78","0","0","Production Open","","14-Apr-22","","0137079............","VN SAM","TARGET STORES","USD","SAMPLE 10PCS/size , 3 bo trim card .DUNG FORM CUA KH CO DINH KEM."
"75686071","2.1","75686071-2","5-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","TNB16_03F01_LOCAL","P362018","PL.TARGET STORES.TNB16_03F01_LOCAL.....V000533.SONIC CUT SINGLE PLY.NON-BRANDED.0000 WHITE.Black.","78","0","0","Production Open","","14-Apr-22","","0137079............","VN SAM","TARGET STORES","USD","SAMPLE 10PCS/size , 3 bo trim card .DUNG FORM CUA KH CO DINH KEM."
